UMDM ID,XML Type,collection,series,subseries,box,folder,item,title,date,size,handle,Accession Number,creator,continent,country,region,settlement,umdm pid
207,UMDM,Katherine Anne Porter papers,1,6,58,2,75,"Katherine Anne Porter to Albert Erskine, 1939-07-23",1939-07-23,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
208,UMDM,Katherine Anne Porter papers,1,6,58,2,76,"Katherine Anne Porter to Albert Erskine, 1939-07-23",1939-07-23,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
209,UMDM,Katherine Anne Porter papers,1,6,58,2,78,"Katherine Anne Porter to Albert Erskine, 1939-07-24",1939-07-24,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
210,UMDM,Katherine Anne Porter papers,1,6,58,2,80,"Katherine Anne Porter to Albert Erskine, 1939-07-25",1939-07-25,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
211,UMDM,Katherine Anne Porter papers,1,6,58,2,83,"Katherine Anne Porter to Albert Erskine, 1939-07-26",1939-07-26,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
212,UMDM,Katherine Anne Porter papers,1,6,58,2,84,"Katherine Anne Porter to Albert Erskine, 1939-07-27",1939-07-27,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
213,UMDM,Katherine Anne Porter papers,1,6,58,2,86,"Katherine Anne Porter to Albert Erskine, 1939-07-29",1939-07-29,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Illinois,Chicago,
214,UMDM,Katherine Anne Porter papers,1,6,58,2,89,"Katherine Anne Porter to Albert Erskine, 1939-08-11",1939-08-11,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Louisiana,Baton Rouge,
215,UMDM,Katherine Anne Porter papers,1,6,58,2,90,"Katherine Anne Porter to Albert Erskine, 1939-08-12",1939-08-12,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Louisiana,Baton Rouge,
216,UMDM,Katherine Anne Porter papers,1,6,58,2,93,"Katherine Anne Porter to Albert Erskine, 1939-08-14",1939-08-14,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Louisiana,Baton Rouge,
217,UMDM,Katherine Anne Porter papers,1,6,58,2,94,"Katherine Anne Porter to Albert Erskine, 1939-08-15",1939-08-15,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Louisiana,Baton Rouge,
218,UMDM,Katherine Anne Porter papers,1,6,58,2,96,"Katherine Anne Porter to Albert Erskine, 1939-08-16",1939-08-16,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Louisiana,Baton Rouge,
219,UMDM,Katherine Anne Porter papers,1,6,58,2,100,"Katherine Anne Porter to Albert Erskine, 1939-11-07",1939-11-07,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Louisiana,Baton Rouge,
220,UMDM,Katherine Anne Porter papers,1,6,58,3,5,"Katherine Anne Porter to Albert Erskine, 1940-04-05",1940-04-05,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
221,UMDM,Katherine Anne Porter papers,1,6,58,3,7,"Katherine Anne Porter to Albert Erskine, 1940-04-11",1940-04-11,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,District of Columbia,Washington,
222,UMDM,Katherine Anne Porter papers,1,6,58,3,9,"Katherine Anne Porter to Albert Erskine, 1940-06-04",1940-06-04,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
223,UMDM,Katherine Anne Porter papers,1,6,58,3,11,"Katherine Anne Porter to Albert Erskine, 1940-06-04",1940-06-04,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
224,UMDM,Katherine Anne Porter papers,1,6,58,3,12,"Katherine Anne Porter to Albert Erskine, 1940-06-06",1940-06-06,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
225,UMDM,Katherine Anne Porter papers,1,6,58,3,15,"Katherine Anne Porter to Albert Erskine, 1940-06-10",1940-06-10,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
226,UMDM,Katherine Anne Porter papers,1,6,58,3,16,"Katherine Anne Porter to Albert Erskine, 1940-06-10",1940-06-10,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
227,UMDM,Katherine Anne Porter papers,1,6,58,3,18,"Katherine Anne Porter to Albert Erskine, 1940-06-12",1940-06-12,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
228,UMDM,Katherine Anne Porter papers,1,6,58,3,19,"Katherine Anne Porter to Albert Erskine, 1940-06-13",1940-06-13,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
229,UMDM,Katherine Anne Porter papers,1,6,58,3,20,"Katherine Anne Porter to Albert Erskine, 1940-06-14",1940-06-14,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
230,UMDM,Katherine Anne Porter papers,1,6,58,3,22,"Katherine Anne Porter to Albert Erskine, 1940-06-15",1940-06-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
231,UMDM,Katherine Anne Porter papers,1,6,58,3,24,"Katherine Anne Porter to Albert Erskine, 1940-06-16",1940-06-16,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
232,UMDM,Katherine Anne Porter papers,1,6,58,3,25,"Katherine Anne Porter to Albert Erskine, 1940-06-18",1940-06-18,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,Unrue edition: pp. 155-156
233,UMDM,Katherine Anne Porter papers,1,6,58,3,26,"Katherine Anne Porter to Albert Erskine, 1940-06-19",1940-06-19,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
234,UMDM,Katherine Anne Porter papers,1,6,58,3,28,"Katherine Anne Porter to Albert Erskine, 1940-06-21",1940-06-21,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
235,UMDM,Katherine Anne Porter papers,1,6,58,3,29,"Katherine Anne Porter to Albert Erskine, 1940-06-23",1940-06-23,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
236,UMDM,Katherine Anne Porter papers,1,6,58,3,31,"Katherine Anne Porter to Albert Erskine, 1940-06-24",1940-06-24,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
237,UMDM,Katherine Anne Porter papers,1,6,58,3,33,"Katherine Anne Porter to Albert Erskine, 1940-06-26",1940-06-26,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
238,UMDM,Katherine Anne Porter papers,1,6,58,3,34,"Katherine Anne Porter to Albert Erskine, 1940-06-27",1940-06-27,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
239,UMDM,Katherine Anne Porter papers,1,6,58,3,35,"Katherine Anne Porter to Albert Erskine, 1940-06-28",1940-06-28,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
240,UMDM,Katherine Anne Porter papers,1,6,58,3,36,"Katherine Anne Porter to Albert Erskine, 1940-07-01",1940-07-01,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
241,UMDM,Katherine Anne Porter papers,1,6,58,3,39,"Katherine Anne Porter to Albert Erskine, 1940-07-03",1940-07-03,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
242,UMDM,Katherine Anne Porter papers,1,6,58,3,40,"Katherine Anne Porter to Albert Erskine, 1940-07-04",1940-07-04,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
243,UMDM,Katherine Anne Porter papers,1,6,58,3,42,"Katherine Anne Porter to Albert Erskine, 1940-07-06",1940-07-06,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
244,UMDM,Katherine Anne Porter papers,1,6,58,3,43,"Katherine Anne Porter to Albert Erskine, 1940-07-08",1940-07-08,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
245,UMDM,Katherine Anne Porter papers,1,6,58,3,46,"Katherine Anne Porter to Albert Erskine, 1940-07-11",1940-07-11,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
246,UMDM,Katherine Anne Porter papers,1,6,58,3,47,"Katherine Anne Porter to Albert Erskine, 1940-07-12",1940-07-12,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
247,UMDM,Katherine Anne Porter papers,1,6,58,3,49,"Katherine Anne Porter to Albert Erskine, 1940-07-15",1940-07-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
248,UMDM,Katherine Anne Porter papers,1,6,58,3,51,"Katherine Anne Porter to Albert Erskine, 1940-07-19",1940-07-19,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
249,UMDM,Katherine Anne Porter papers,1,6,58,3,53,"Katherine Anne Porter to Albert Erskine, 1940-07-22",1940-07-22,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
250,UMDM,Katherine Anne Porter papers,1,6,58,3,56,"Katherine Anne Porter to Albert Erskine, 1940-07-23",1940-07-23,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Michigan,Olivet,
251,UMDM,Katherine Anne Porter papers,1,6,58,3,58,"Katherine Anne Porter to Albert Erskine, 1940-07-28",1940-07-28,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
252,UMDM,Katherine Anne Porter papers,1,6,58,3,60,"Katherine Anne Porter to Albert Erskine, 1940-07-30",1940-07-30,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
253,UMDM,Katherine Anne Porter papers,1,6,58,4,1,"Katherine Anne Porter to Albert Erskine, 1940-08-01",1940-08-01,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
254,UMDM,Katherine Anne Porter papers,1,6,58,4,4,"Katherine Anne Porter to Albert Erskine, 1940-08-09",1940-08-09,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
255,UMDM,Katherine Anne Porter papers,1,6,58,4,5,"Katherine Anne Porter to Albert Erskine, 1940-08-10",1940-08-10,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
256,UMDM,Katherine Anne Porter papers,1,6,58,4,7,"Katherine Anne Porter to Albert Erskine, 1940-08-13",1940-08-13,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
257,UMDM,Katherine Anne Porter papers,1,6,58,4,9,"Katherine Anne Porter to Albert Erskine, 1940-08-14",1940-08-14,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
258,UMDM,Katherine Anne Porter papers,1,6,58,4,10,"Katherine Anne Porter to Albert Erskine, 1940-08-14",1940-08-14,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
259,UMDM,Katherine Anne Porter papers,1,6,58,4,12,"Katherine Anne Porter to Albert Erskine, 1940-08-17",1940-08-17,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
260,UMDM,Katherine Anne Porter papers,1,6,58,4,13,"Katherine Anne Porter to Albert Erskine, 1940-08-19",1940-08-19,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
261,UMDM,Katherine Anne Porter papers,1,6,58,4,15,"Katherine Anne Porter to Albert Erskine, 1940-08-21",1940-08-21,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
262,UMDM,Katherine Anne Porter papers,1,6,58,4,17,"Katherine Anne Porter to Albert Erskine, 1940-08-24",1940-08-24,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
263,UMDM,Katherine Anne Porter papers,1,6,58,4,19,"Katherine Anne Porter to Albert Erskine, 1940-08-26",1940-08-26,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,Unrue edition: pp. 156-158.
264,UMDM,Katherine Anne Porter papers,1,6,58,4,20,"Katherine Anne Porter to Albert Erskine, 1940-08-29",1940-08-29,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
265,UMDM,Katherine Anne Porter papers,1,6,58,4,23,"Katherine Anne Porter to Albert Erskine, 1940-08-31",1940-08-31,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
266,UMDM,Katherine Anne Porter papers,1,6,58,4,24,"Katherine Anne Porter to Albert Erskine, 1940-08-31",1940-08-31,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
267,UMDM,Katherine Anne Porter papers,1,6,58,4,27,"Katherine Anne Porter to Albert Erskine, 1940-09-04",1940-09-04,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
268,UMDM,Katherine Anne Porter papers,1,6,58,4,29,"Katherine Anne Porter to Albert Erskine, 1940-09-07",1940-09-07,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
269,UMDM,Katherine Anne Porter papers,1,6,58,4,30,"Katherine Anne Porter to Albert Erskine, 1940-09-08",1940-09-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
270,UMDM,Katherine Anne Porter papers,1,6,58,4,31,"Katherine Anne Porter to Albert Erskine, 1940-09-08",1940-09-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
271,UMDM,Katherine Anne Porter papers,1,6,58,4,34,"Katherine Anne Porter to Albert Erskine, 1940-09-11",1940-09-11,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
272,UMDM,Katherine Anne Porter papers,1,6,58,4,35,"Katherine Anne Porter to Albert Erskine, 1940-09-13",1940-09-13,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
273,UMDM,Katherine Anne Porter papers,1,6,58,4,37,"Katherine Anne Porter to Albert Erskine, 1940-09-15",1940-09-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
274,UMDM,Katherine Anne Porter papers,1,6,58,4,38,"Katherine Anne Porter to Albert Erskine, 1940-09-16",1940-09-16,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
275,UMDM,Katherine Anne Porter papers,1,6,58,4,40,"Katherine Anne Porter to Albert Erskine, 1940-09-17",1940-09-17,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
276,UMDM,Katherine Anne Porter papers,1,6,58,4,43,"Katherine Anne Porter to Albert Erskine, 1940-09-22",1940-09-22,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
277,UMDM,Katherine Anne Porter papers,1,6,58,4,44,"Katherine Anne Porter to Albert Erskine, 1940-09-23",1940-09-23,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
278,UMDM,Katherine Anne Porter papers,1,6,58,4,46,"Katherine Anne Porter to Albert Erskine, 1940-09-26",1940-09-26,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
279,UMDM,Katherine Anne Porter papers,1,6,58,4,48,"Katherine Anne Porter to Albert Erskine, 1940-09-27",1940-09-27,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
280,UMDM,Katherine Anne Porter papers,1,6,58,5,1,"Katherine Anne Porter to Albert Erskine, 1940-10-01",1940-10-01,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
281,UMDM,Katherine Anne Porter papers,1,6,58,5,2,"Katherine Anne Porter to Albert Erskine, 1940-10-01",1940-10-01,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
282,UMDM,Katherine Anne Porter papers,1,6,58,5,4,"Katherine Anne Porter to Albert Erskine, 1940-10-03",1940-10-03,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
283,UMDM,Katherine Anne Porter papers,1,6,58,5,5,"Katherine Anne Porter to Albert Erskine, 1940-10-05",1940-10-05,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
284,UMDM,Katherine Anne Porter papers,1,6,58,5,7,"Katherine Anne Porter to Albert Erskine, 1940-10-08",1940-10-08,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
285,UMDM,Katherine Anne Porter papers,1,6,58,5,9,"Katherine Anne Porter to Albert Erskine, 1940-10-11",1940-10-11,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
286,UMDM,Katherine Anne Porter papers,1,6,58,5,10,"Katherine Anne Porter to Albert Erskine, 1940-10-12",1940-10-12,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
287,UMDM,Katherine Anne Porter papers,1,6,58,5,12,"Katherine Anne Porter to Albert Erskine, 1940-10-14",1940-10-14,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
288,UMDM,Katherine Anne Porter papers,1,6,58,5,13,"Katherine Anne Porter to Albert Erskine, 1940-10-15",1940-10-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
289,UMDM,Katherine Anne Porter papers,1,6,58,5,15,"Katherine Anne Porter to Albert Erskine, 1940-10-16",1940-10-16,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
290,UMDM,Katherine Anne Porter papers,1,6,58,5,16,"Katherine Anne Porter to Albert Erskine, 1940-10-18",1940-10-18,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,Unrue edition: pp. 159-161
291,UMDM,Katherine Anne Porter papers,1,6,58,5,18,"Katherine Anne Porter to Albert Erskine, 1940-10-20",1940-10-20,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
292,UMDM,Katherine Anne Porter papers,1,6,58,5,20,"Katherine Anne Porter to Albert Erskine, 1940-10-21",1940-10-21,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
293,UMDM,Katherine Anne Porter papers,1,6,58,5,22,"Katherine Anne Porter to Albert Erskine, 1940-10-25",1940-10-25,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
294,UMDM,Katherine Anne Porter papers,1,6,58,5,23,"Katherine Anne Porter to Albert Erskine, 1940-10-26",1940-10-26,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
295,UMDM,Katherine Anne Porter papers,1,6,58,5,24,"Katherine Anne Porter to Albert Erskine, 1940-10-26",1940-10-26,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
296,UMDM,Katherine Anne Porter papers,1,6,58,5,26,"Katherine Anne Porter to Albert Erskine, 1940-10-27",1940-10-27,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
297,UMDM,Katherine Anne Porter papers,1,6,58,5,27,"Katherine Anne Porter to Albert Erskine, 1940-10-27",1940-10-27,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
298,UMDM,Katherine Anne Porter papers,1,6,58,5,28,"Katherine Anne Porter to Albert Erskine, 1940-10-28",1940-10-28,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,Saratoga Springs,
299,UMDM,Katherine Anne Porter papers,1,6,58,5,30,"Katherine Anne Porter to Albert Erskine, 1940-10-29",1940-10-29,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
300,UMDM,Katherine Anne Porter papers,1,6,58,5,31,"Katherine Anne Porter to Albert Erskine, 1940-10-30",1940-10-30,5,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
301,UMDM,Katherine Anne Porter papers,1,6,58,5,33,"Katherine Anne Porter to Albert Erskine, 1940-10-31",1940-10-31,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
302,UMDM,Katherine Anne Porter papers,1,6,58,6,3,"Katherine Anne Porter to Albert Erskine, 1940-11-01",1940-11-01,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
303,UMDM,Katherine Anne Porter papers,1,6,58,6,4,"Katherine Anne Porter to Albert Erskine, 1940-11-02",1940-11-02,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
304,UMDM,Katherine Anne Porter papers,1,6,58,6,6,"Katherine Anne Porter to Albert Erskine, 1940-11-04",1940-11-04,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
305,UMDM,Katherine Anne Porter papers,1,6,58,6,7,"Katherine Anne Porter to Albert Erskine, 1940-11-04",1940-11-04,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
306,UMDM,Katherine Anne Porter papers,1,6,58,6,8,"Katherine Anne Porter to Albert Erskine, 1940-11-06",1940-11-06,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
307,UMDM,Katherine Anne Porter papers,1,6,58,6,9,"Katherine Anne Porter to Albert Erskine, 1940-11-07",1940-11-07,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
308,UMDM,Katherine Anne Porter papers,1,6,58,6,12,"Katherine Anne Porter to Albert Erskine, 1940-11-09",1940-11-09,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
309,UMDM,Katherine Anne Porter papers,1,6,58,6,14,"Katherine Anne Porter to Albert Erskine, 1940-11-10",1940-11-10,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
310,UMDM,Katherine Anne Porter papers,1,6,58,6,15,"Katherine Anne Porter to Albert Erskine, 1940-11-12",1940-11-12,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
311,UMDM,Katherine Anne Porter papers,1,6,58,6,16,"Katherine Anne Porter to Albert Erskine, 1940-11-16",1940-11-16,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
312,UMDM,Katherine Anne Porter papers,1,6,58,6,18,"Katherine Anne Porter to Albert Erskine, 1940-11-19",1940-11-19,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
313,UMDM,Katherine Anne Porter papers,1,6,58,6,19,"Katherine Anne Porter to Albert Erskine, 1940-11-21",1940-11-21,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,New York,New York,
